Time,Raw Data,Filtered Data,DC Value,Current Period,Average Period,Current Peak Size,Average Peak Size,Status
1000,0.02319902,0.0233835158883846,0.000829564177259945,0,0,0,0,1
1000,0.02271062,0.0233865341010399,0.000852950711360985,0,0,0,0,1
1000,0.02173382,0.0233845736100966,0.000876335284971081,0,0,0,0,1
1000,0.02100122,0.0233735333366375,0.000899708818307719,0,0,0,0,1
1000,0.02271062,0.0233533624601902,0.000923062180767909,0,0,0,0,1
1000,0.02026862,0.0233254952740588,0.000946387676041968,0,0,0,0,1
1000,0.02197802,0.0232887639820173,0.000969676440023985,0,0,0,0,1
1000,0.03125763,0.0232592925889867,0.000992935732612972,0,0,0,0,1
1000,0.02295482,0.0232539639110006,0.00101618969652397,0,0,0,0,1
1000,0.01587302,0.0232492310956685,0.00103943892761964,0,0,0,0,1
1000,0.02197802,0.0232211663143637,0.001062660093934,0,0,0,0,1
1000,0.03101344,0.0231930696543627,0.00108585316358837,0,0,0,0,1
1000,0.02344322,0.0231893580446267,0.00110904252163299,0,0,0,0,1
1000,0.01391941,0.0231846666359765,0.00113222718826897,0,0,0,0,1
1000,0.02173382,0.0231516668787486,0.00115537885514772,0,0,0,0,1
1000,0.02246643,0.0231035125549511,0.00117848236770267,0,0,0,0,1
1000,0.02295482,0.0230563424793823,0.00120153871018205,0,0,0,0,1
1000,0.02319902,0.0230131815745555,0.00122455189175661,0,0,0,0,1
1000,0.02173382,0.0229731472549744,0.00124752503901158,0,0,0,0,1
1000,0.02173383,0.0229322220003378,0.00127045726101192,0,0,0,0,1
1000,0.02246642,0.0228896687129217,0.00129334692972484,0,0,0,0,1
1000,0.02319902,0.0228491165743499,0.00131619604629919,0,0,0,0,1
1000,0.02124542,0.0228109486829742,0.00133900699498217,0,0,0,0,1
1000,0.02197803,0.022771571264207,0.00136177856624637,0,0,0,0,1
1000,0.02344322,0.0227327679359251,0.0013845113341823,0,0,0,0,1
1000,0.02319902,0.0226996975218043,0.0014072110317041,0,0,0,0,1
1000,0.02271062,0.0226726637224264,0.00142988369542653,0,0,0,0,1
1000,0.02173382,0.0226479803631262,0.00145253167578966,0,0,0,0,1
1000,0.02075702,0.0226205520050129,0.00147515222779467,0,0,0,0,1
1000,0.02319902,0.0225901142157165,0.00149774234201038,0,0,0,0,1
1000,0.02148962,0.0225603706420388,0.00152030271265242,0,0,0,0,1
1000,0.02246642,0.0225314220442105,0.00154283413469663,0,0,0,0,1
1000,0.02466423,0.0225069200533333,0.00156534105474997,0,0,0,0,1
1000,0.02368742,0.0224929593205201,0.00158783401407049,0,0,0,0,1
1000,0.02417582,0.0224895830505739,0.00161032359712106,0,0,0,0,1
1000,0.02197802,0.0224924887688075,0.00163281608588987,0,0,0,0,1
1000,0.03052503,0.0225077746942231,0.00165532386058409,0,0,0,0,1
1000,0.02295482,0.0225447483521399,0.00167786860893623,0,0,0,0,1
1000,0.01660562,0.0225820135281037,0.00170045062246434,0,0,0,0,1
1000,0.02295482,0.0225989951589261,0.00172304961762326,0,0,0,0,1
1000,0.03223444,0.0226205493920562,0.00174567016701532,0,0,0,0,1
1000,0.02271062,0.0226685360371276,0.00176833870305245,0,0,0,0,1
1000,0.01709402,0.0227174296553502,0.0017910561327078,0,0,0,0,1
1000,0.02197802,0.0227436696700614,0.00181379980237786,0,0,0,0,1
1000,0.02197803,0.0227555466530058,0.00183655534903086,0,0,0,0,1
1000,0.02344322,0.0227637730055939,0.00185931912203646,0,0,0,0,1
1000,0.02319902,0.0227726071374839,0.00188209172917394,0,0,0,0,1
1000,0.02271062,0.0227826467568515,0.00190487437593079,0,0,0,0,1
1000,0.02246643,0.0227915668511084,0.0019276659427819,0,0,0,0,1
1000,0.02344322,0.0227994330210324,0.00195046537580293,0,0,0,0,1
1000,0.02368742,0.0228091629720562,0.00197327453877499,0,0,0,0,1
1000,0.02271062,0.0228212171416262,0.00199609575591662,0,0,0,0,1
1000,0.02295483,0.0228331411422951,0.00201892889705891,0,0,0,0,1
1000,0.02319902,0.0228445224122651,0.00204177341947118,0,0,0,0,1
1000,0.02393162,0.0228574911662877,0.00206463091063746,0,0,0,0,1
1000,0.02075702,0.0228696650950757,0.00208750057573254,0,0,0,0,1
1000,0.02246643,0.02287535091074,0.00211037592664328,0,0,0,0,1
1000,0.02515263,0.0228794768081758,0.00213325540345146,0,0,0,0,1
1000,0.02393162,0.0228907412961515,0.00215614614474761,0,0,0,0,1
1000,0.02148962,0.0229051186144135,0.00217905126336202,0,0,0,0,1
1000,0.02148962,0.0229132822972603,0.00220196454565928,0,0,0,0,1
1000,0.02759463,0.022921187024181,0.00222488573268346,0,0,0,0,1
1000,0.02344322,0.0229405819640633,0.00224782631464752,0,0,0,0,1
1000,0.01782662,0.0229587343994102,0.00227078504904693,0,0,0,0,1
1000,0.02197802,0.0229592648764098,0.00229374431392334,0,0,0,0,1
1000,0.03174604,0.0229622099168641,0.00231670652384021,0,0,0,0,1
1000,0.02319902,0.0229894082876437,0.00233969593212785,0,0,0,0,1
1000,0.01489621,0.0230153284333202,0.00236271126056117,0,0,0,0,1
1000,0.02271062,0.0230146340217219,0.00238572589458289,0,0,0,0,1
1000,0.02271063,0.0230008252883279,0.00240872671987122,0,0,0,0,1
1000,0.02344322,0.0229878428979557,0.00243171456276918,0,0,0,0,1
1000,0.02319902,0.0229774588459449,0.00245469202161512,0,0,0,0,1
1000,0.02246642,0.0229687474031874,0.00247766076901831,0,0,0,0,1
1000,0.02222223,0.0229587307620556,0.00250061949978037,0,0,0,0,1
1000,0.02344322,0.0229476046568446,0.00252356710443721,0,0,0,0,1
1000,0.02393162,0.022939473398281,0.00254650657783549,0,0,0,0,1
1000,0.02319902,0.0229362092888338,0.00256944278712433,0,0,0,0,1
1000,0.02271063,0.0229351800919435,0.00259237796721627,0,0,0,0,1
1000,0.02393162,0.0229354436688946,0.00261531341088516,0,0,0,0,1
1000,0.02417582,0.0229400720449398,0.0026382534829301,0,0,0,0,1
1000,0.02295482,0.0229492925360223,0.00266120277546613,0,0,0,0,1
1000,0.02197802,0.0229579326135616,0.00268416070807969,0,0,0,0,1
1000,0.02564103,0.0229667160580143,0.0027071274241377,0,0,0,0,1
1000,0.02490842,0.0229837785185758,0.00273011120265628,0,0,0,0,1
1000,0.02197802,0.0230070801495657,0.00275311828280584,0,0,0,0,1
1000,0.02271062,0.0230272703066903,0.00277614555311253,0,0,0,0,1
1000,0.02539682,0.0230463411958253,0.00279919189430836,0,0,0,0,1
1000,0.02588522,0.0230739275321591,0.00282226582184052,0,0,0,0,1
1000,0.02124542,0.0231075465476498,0.00284537336838817,0,0,0,0,1
1000,0.02222222,0.0231349561796233,0.00286850832456779,0,0,0,0,1
1000,0.02295482,0.023153796212727,0.00289166212078052,0,0,0,0,1
1000,0.02393162,0.0231698500114136,0.00291483197079193,0,0,0,0,1
1000,0.02393162,0.0231872394075663,0.0029380192101995,0,0,0,0,1
1000,0.02271062,0.0232053658103092,0.00296122457600981,0,0,0,0,1
1000,0.02344322,0.0232215495955229,0.00298444612560533,0,0,0,0,1
1000,0.02393162,0.0232369702760922,0.00300768309588142,0,0,0,0,1
1000,0.02417582,0.0232544708715421,0.00303093756675296,0,0,0,0,1
1000,0.02319902,0.0232737305038382,0.0030542112972568,0,0,0,0,1
1000,0.02344322,0.0232923120970079,0.00307750360935381,0,0,0,0,1
1000,0.02417583,0.02331053501419,0.003100814144368,0,0,0,0,1
1000,0.02515263,0.0233322532474063,0.00312414639761541,0,0,0,0,1
1000,0.02442002,0.0233598253612423,0.00314750622297665,0,0,0,0,1
1000,0.02295483,0.0233896220180939,0.00317089584499474,0,0,0,0,1
1000,0.02344323,0.0234165994057029,0.00319431244440045,0,0,0,0,1
1000,0.02442002,0.0234416095380038,0.00321775405393845,0,0,0,0,1
1000,0.02539682,0.0234697056333631,0.00324122375957181,0,0,0,0,1
1000,0.02222223,0.0235000425519052,0.00326472380212372,0,0,0,0,1
1000,0.02466423,0.023527928237942,0.00328825173036166,0,0,0,0,1
1000,0.02588522,0.0235577368021107,0.00331180946716377,0,0,0,0,1
1000,0.02051282,0.0235883787331682,0.00333539784589694,0,0,0,0,1
1000,0.02246642,0.0236085325341288,0.00335900637843107,0,0,0,0,1
1000,0.02490842,0.0236206094898132,0.00338262698792088,0,0,0,0,1
1000,0.02515263,0.023635729821789,0.00340626271774267,0,0,0,0,1
1000,0.02539682,0.0236581212060063,0.00342992083894868,0,0,0,0,1
1000,0.02295482,0.0236843921950231,0.0034536052311437,0,0,0,0,1
1000,0.02344322,0.0237079191153139,0.00347731315025901,0,0,0,0,1
1000,0.02490843,0.0237288530265237,0.00350104200328554,0,0,0,0,1
1000,0.02539682,0.0237530500023763,0.00352479505328791,0,0,0,0,1
1000,0.02295482,0.0237800256555058,0.00354857507894342,0,0,0,0,1
1000,0.02295482,0.0238029113227422,0.00357237799026616,0,0,0,0,1
1000,0.02515263,0.0238216466906422,0.0035961996369568,0,0,0,0,1
1000,0.02466423,0.0238422644009659,0.00362004190135777,0,0,0,0,1
1000,0.02368742,0.02386480274696,0.00364390670410473,0,0,0,0,1
1000,0.02368742,0.0238853620464598,0.00366779206615119,0,0,0,0,1
1000,0.02295483,0.0239015339910112,0.0036916936001422,0,0,0,0,1
1000,0.02466423,0.0239140419780094,0.00371560764212021,0,0,0,0,1
1000,0.02319902,0.0239249811671332,0.00373953262328734,0,0,0,0,1
1000,0.02271062,0.0239319562866831,0.00376346457957403,0,0,0,0,1
1000,0.02515263,0.023935343318548,0.00378739992289257,0,0,0,0,1
1000,0.02564103,0.0239426318922883,0.00381134255478486,0,0,0,0,1
1000,0.02442002,0.0239565787644414,0.0038352991335493,0,0,0,0,1
1000,0.02319902,0.0239717665602938,0.0038592709001096,0,0,0,0,1
1000,0.02979243,0.0239922554218863,0.00388326315553148,0,0,0,0,1
1000,0.02515263,0.0240280666967947,0.00390729122222828,0,0,0,0,1
1000,0.01514041,0.0240588367279452,0.00393135005895622,0,0,0,0,1
1000,0.02344323,0.0240610228950714,0.00395541108185129,0,0,0,0,1
1000,0.03247863,0.0240604403463122,0.00397947152219761,0,0,0,0,1
1000,0.02393163,0.0240834160514201,0.00400355493824903,0,0,0,0,1
1000,0.01440781,0.0241016633317137,0.00402765660158074,0,0,0,0,1
1000,0.02417583,0.0240895401748883,0.00405174614175563,0,0,0,0,1
1000,0.02393162,0.0240645744919003,0.00407581071624753,0,0,0,0,1
1000,0.02539683,0.0240439530141478,0.00409985466926168,0,0,0,0,1
1000,0.02564103,0.024031618835234,0.00412388628809691,0,0,0,0,1
1000,0.02393162,0.0240271294038894,0.0041479134175008,0,0,0,0,1
1000,0.02319902,0.0240239804827682,0.00417193739798357,0,0,0,0,1
1000,0.02515263,0.0240202664973291,0.0041959576644809,0,0,0,0,1
1000,0.02588522,0.0240217743071749,0.00421997943878807,0,0,0,0,1
1000,0.02368742,0.0240297291917428,0.00424400916797982,0,0,0,0,1
1000,0.02393162,0.0240384143874981,0.00426804758236731,0,0,0,0,1
1000,0.02515263,0.0240469891835863,0.0042920945715509,0,0,0,0,1
1000,0.02515263,0.0240593378290528,0.00431615390937995,0,0,0,0,1
1000,0.02271062,0.024073208417586,0.00434022711779754,0,0,0,0,1
1000,0.02344322,0.0240822975458201,0.00436430941534336,0,0,0,0,1
1000,0.02515263,0.0240881246036196,0.00438839753994698,0,0,0,0,1
1000,0.02588523,0.0240981306949291,0.00441249567064191,0,0,0,0,1
1000,0.02417582,0.0241139577033298,0.00443660962834524,0,0,0,0,1
1000,0.02271063,0.0241288388796298,0.00446073846722487,0,0,0,0,1
1000,0.02710623,0.0241424301355124,0.00448488089736038,0,0,0,0,1
1000,0.02466423,0.024161919884016,0.0045090428172444,0,0,0,0,1
1000,0.02148962,0.0241812250442175,0.00453322404228861,0,0,0,0,1
1000,0.02417583,0.0241913370088738,0.00455741537929749,0,0,0,0,1
1000,0.03150183,0.024207070927058,0.00458162245022455,0,0,0,0,1
1000,0.02515263,0.0242437913117164,0.00460586624153626,0,0,0,0,1
1000,0.01831502,0.0242812469766073,0.00463014748851287,0,0,0,0,1
1000,0.02393162,0.0242981018619685,0.00465444559037484,0,0,0,0,1
1000,0.02417582,0.0243031987453851,0.00467874878912022,0,0,0,0,1
1000,0.02442002,0.0243070157625566,0.00470305580488278,0,0,0,0,1
1000,0.02515263,0.0243118048341052,0.00472736760971688,0,0,0,0,1
1000,0.02393162,0.0243181490310273,0.00475168575874791,0,0,0,0,1
1000,0.02368742,0.0243229949230741,0.00477600875367099,0,0,0,0,1
1000,0.02417582,0.0243246886535748,0.00480033344232456,0,0,0,0,1
1000,0.02466423,0.024325334762861,0.00482465877708742,0,0,0,0,1
1000,0.02368742,0.0243257528417905,0.00484898452992921,0,0,0,0,1
1000,0.02295482,0.0243227549223146,0.00487330728485153,0,0,0,0,1
1000,0.02515263,0.0243163610159055,0.00489762364586743,0,0,0,0,1
1000,0.02637362,0.0243140976758576,0.00492193774354329,0,0,0,0,1
1000,0.02735043,0.0243237459070063,0.0049462614894503,0,0,0,0,1
1000,0.02319902,0.0243425707027786,0.00497060406015308,0,0,0,0,1
1000,0.02539682,0.0243620086014982,0.00499496606875457,0,0,0,0,1
1000,0.02588523,0.0243829514361197,0.00501934902019069,0,0,0,0,1
1000,0.02295482,0.0244054752904635,0.00504375449548116,0,0,0,0,1
1000,0.02222222,0.0244203671453396,0.0050681748626265,0,0,0,0,1
1000,0.02686203,0.0244286989416618,0.00509260356156816,0,0,0,0,1
1000,0.02515263,0.0244410967296298,0.00511704465829779,0,0,0,0,1
1000,0.02295482,0.0244556342134723,0.00514150029251126,0,0,0,0,1
1000,0.02319903,0.0244634429025525,0.00516596373541381,0,0,0,0,1
1000,0.02417583,0.0244641147400838,0.0051904278501539,0,0,0,0,1
1000,0.02466423,0.0244623187841443,0.00521489016893804,0,0,0,0,1
1000,0.02490842,0.0244615344223681,0.00523935170336041,0,0,0,0,1
1000,0.02319903,0.0244605900495925,0.00526381229341,0,0,0,0,1
1000,0.02442003,0.0244566551440791,0.00528826894855408,0,0,0,0,1
1000,0.02466423,0.024451493523939,0.00531272044207802,0,0,0,0,1
1000,0.02490842,0.024448117158075,0.00533716855923609,0,0,0,0,1
1000,0.02393163,0.0244460014688646,0.00536161456070496,0,0,0,0,1
1000,0.02393163,0.0244425300350609,0.00538605709074002,0,0,0,0,1
1000,0.02417582,0.0244367958300427,0.00541049388657006,0,0,0,0,1
1000,0.02393162,0.0244294268041649,0.00543492331337423,0,0,0,0,1
1000,0.02344322,0.0244195680211477,0.00545934288139537,0,0,0,0,1
1000,0.02344322,0.0244057557598995,0.00548374863715527,0,0,0,0,1
1000,0.02148962,0.0243849202210736,0.00550813355737635,0,0,0,0,1
1000,0.02466423,0.0243568516241142,0.00553249040900046,0,0,0,0,1
1000,0.02515263,0.0243296065191599,0.00555682001551962,0,0,0,0,1
1000,0.02148962,0.0243039707004416,0.00558112398622006,0,0,0,0,1
1000,0.02368742,0.0242731491315046,0.00560539713535157,0,0,0,0,1
1000,0.02515263,0.0242410764878744,0.00562963821183944,0,0,0,0,1
1000,0.02417583,0.0242141340207328,0.00565385234586017,0,0,0,0,1
1000,0.02368743,0.0241905133726467,0.00567804285923282,0,0,0,0,1
1000,0.03125763,0.0241782053222424,0.00570222106455506,0,0,0,0,1
1000,0.02417583,0.0241871474063575,0.00572640821196142,0,0,0,0,1
1000,0.01709402,0.0241950833254442,0.00575060329528687,0,0,0,0,1
1000,0.02319903,0.024179962709857,0.00577478325799672,0,0,0,0,1
1000,0.02319903,0.0241517865251214,0.00579893504452184,0,0,0,0,1
1000,0.02515263,0.0241238599506515,0.0058230589044725,0,0,0,0,1
1000,0.02490842,0.0241016689965568,0.00584716057346905,0,0,0,0,1
1000,0.02271063,0.0240836704829059,0.00587124424395196,0,0,0,0,1
1000,0.02319903,0.024063466468234,0.00589530771042019,0,0,0,0,1
1000,0.02442002,0.0240414068242895,0.00591934911724448,0,0,0,0,1
1000,0.02466423,0.0240224513870871,0.00594337156863157,0,0,0,0,1
1000,0.02344323,0.0240070977816816,0.00596737866641325,0,0,0,0,1
1000,0.02319902,0.023991490955208,0.00599137015736846,0,0,0,0,1
1000,0.02417582,0.0239746788343778,0.00601534483620284,0,0,0,0,1
1000,0.02539682,0.0239611656269056,0.00603930600182974,0,0,0,0,1
1000,0.02295482,0.0239521099035586,0.0060632581117333,0,0,0,0,1
1000,0.02222222,0.0239406769989261,0.00608719878873223,0,0,0,0,1
1000,0.02197802,0.0239211212412662,0.00611111990997349,0,0,0,0,1
1000,0.02515263,0.0238972636697316,0.00613501717364323,0,0,0,0,1
1000,0.02319903,0.0238757582600452,0.00615889293190327,0,0,0,0,1
1000,0.02319902,0.0238554135307275,0.006182748345434,0,0,0,0,1
1000,0.02783883,0.0238401489905107,0.00620658849442451,0,0,0,0,1
1000,0.02442003,0.0238380783818203,0.00623042657280633,0,0,0,0,1
1000,0.01831502,0.0238357020647108,0.00625426227487104,0,0,0,0,1
1000,0.02246642,0.023816305394107,0.00627807858026515,0,0,0,0,1
1000,0.02979243,0.023795698707353,0.0063018742789725,0,0,0,0,1
1000,0.02490842,0.0237944563186985,0.0063256687352912,0,0,0,0,1
1000,0.01709402,0.0237955721979773,0.00634946430748918,0,0,0,0,1
1000,0.02344323,0.0237781085765556,0.00637324241606573,0,0,0,0,1
1000,0.02393163,0.0237519660787916,0.00639699438214452,0,0,0,0,1
1000,0.02393162,0.0237289080597664,0.00642072329020429,0,0,0,0,1
1000,0.02490842,0.02371088457588,0.00644443417478017,0,0,0,0,1
1000,0.02344323,0.0236981848667596,0.00646813235964693,0,0,0,0,1
1000,0.02271063,0.0236864007770096,0.00649181876042394,0,0,0,0,1
1000,0.02442002,0.0236737218393281,0.00651549248226327,0,0,0,0,1
1000,0.02490842,0.0236649520771653,0.00653915743434043,0,0,0,0,1
1000,0.02295483,0.0236608015901149,0.00656281823593055,0,0,0,0,1
1000,0.02295483,0.0236558165177701,0.00658647405244832,0,0,0,0,1
1000,0.02442002,0.0236494004971029,0.00661012345294542,0,0,0,0,1
1000,0.02417582,0.0236456641076255,0.00663376911705304,0,0,0,0,1
1000,0.02319903,0.0236443474765949,0.00665741346452964,0,0,0,0,1
1000,0.02319902,0.0236419944475364,0.00668105545897718,0,0,0,0,1
1000,0.02661783,0.0236422938095567,0.00670469775278673,0,0,0,0,1
1000,0.02515263,0.0236528103975755,0.00672835056318431,0,0,0,0,1
1000,0.02197803,0.0236684860017768,0.00675201904918609,0,0,0,0,1
1000,0.02222222,0.0236776318107425,0.00677569668099683,0,0,0,0,1
1000,0.02564103,0.0236819506635025,0.00679937863166033,0,0,0,0,1
1000,0.02490843,0.0236911966243173,0.00682306982828465,0,0,0,0,1
1000,0.01978023,0.0237001618140738,0.00684676999009872,0,0,0,0,1
1000,0.02295482,0.0236974118706213,0.00687046740196934,0,0,0,0,1
1000,0.02881563,0.0236945360715746,0.00689416193804092,0,0,0,0,1
1000,0.02442002,0.0237068986432885,0.00691786883668421,0,0,0,0,1
1000,0.01709402,0.0237178478262302,0.00694158668451044,0,0,0,0,1
1000,0.02344323,0.0237089245661652,0.0069652956090766,0,0,0,0,1
1000,0.02393163,0.023690828740827,0.00698898643781743,0,0,0,0,1
1000,0.02442002,0.0236760418204047,0.00701266247963783,0,0,0,0,1
1000,0.02417582,0.0236660853454271,0.00703632856498326,0,0,0,0,1
1000,0.02417583,0.023660509670562,0.00705998907465382,0,0,0,0,1
1000,0.02222223,0.0236556773763523,0.00708364475203017,0,0,0,0,1
1000,0.02368742,0.0236479724487134,0.00710729272447889,0,0,0,0,1
1000,0.02442002,0.0236402381171293,0.00713093296259602,0,0,0,0,1
1000,0.02344323,0.0236353755249257,0.00715456833812094,0,0,0,0,1
1000,0.02295483,0.0236306149468225,0.00717819895306776,0,0,0,0,1
1000,0.02393162,0.0236245470293526,0.00720182350009712,0,0,0,0,1
1000,0.02466423,0.0236205541203122,0.00722544405421743,0,0,0,0,1
1000,0.02466423,0.023622007513742,0.00724906606173117,0,0,0,0,1
1000,0.02344322,0.0236276129553856,0.00727269367468656,0,0,0,0,1
1000,0.02417582,0.0236344049216827,0.00729632807960824,0,0,0,0,1
1000,0.02612943,0.0236454284879515,0.00731997350809619,0,0,0,0,1
1000,0.02271063,0.0236619574883126,0.0073436354655845,0,0,0,0,1
1000,0.02148962,0.0236744013790787,0.00736730986696358,0,0,0,0,1
1000,0.02588522,0.0236809772373498,0.00739099084420093,0,0,0,0,1
1000,0.02466423,0.0236915353728425,0.00741468237957377,0,0,0,0,1
1000,0.02173383,0.0237041690654234,0.0074383865486392,0,0,0,0,1
1000,0.02344322,0.0237107409207245,0.00746209728955992,0,0,0,0,1
1000,0.02246642,0.0237111365577228,0.00748580842611765,0,0,0,0,1
1000,0.02344322,0.0237070727575168,0.00750951549887516,0,0,0,0,1
1000,0.02466423,0.0237022515568795,0.00753321775043204,0,0,0,0,1
1000,0.02246643,0.0236985638153547,0.0075569163142474,0,0,0,0,1
1000,0.02246643,0.0236912760128463,0.00758060759026024,0,0,0,0,1
1000,0.02442002,0.0236804525542668,0.00760428804281451,0,0,0,0,1
1000,0.02417582,0.0236718774598912,0.0076279599202744,0,0,0,0,1
1000,0.02319903,0.0236660776768429,0.00765162599795124,0,0,0,0,1
1000,0.02368743,0.0236602990912845,0.00767528629704253,0,0,0,0,1
1000,0.02442002,0.0236556430567924,0.00769894194009932,0,0,0,0,1
1000,0.02417582,0.0236545149970686,0.00772259645509639,0,0,0,0,1
1000,0.02466423,0.0236576204484748,0.00774625407554486,0,0,0,0,1
1000,0.02246643,0.0236623565943693,0.00776991643213923,0,0,0,0,1
1000,0.02661783,0.0236688809656857,0.00779358531310492,0,0,0,0,1
1000,0.02466423,0.0236830298205822,0.0078172683429255,0,0,0,0,1
1000,0.02393163,0.0237032057645279,0.00784097154869003,0,0,0,0,1
1000,0.02344322,0.0237229515803244,0.00786469450027035,0,0,0,0,1
1000,0.02124542,0.0237364913678531,0.00788843099163821,0,0,0,0,1
1000,0.02466423,0.023742258794962,0.00791217325043317,0,0,0,0,1
1000,0.02393163,0.0237467430241381,0.00793591999345731,0,0,0,0,1
1000,0.02295482,0.0237514791958002,0.00795967147265311,0,0,0,0,1
1000,0.03101343,0.0237642585478114,0.00798343573120092,0,0,0,0,1
1000,0.02393162,0.0237959289929613,0.00800723166019388,0,0,0,0,1
1000,0.01587302,0.0238236362466048,0.00803105529644049,0,0,0,0,1
1000,0.02222222,0.0238230290441413,0.00805487832548463,0,0,0,0,1
1000,0.02319902,0.0238052895207181,0.00807868361500534,0,0,0,0,1
1000,0.02466423,0.0237865867283412,0.00810247020173369,0,0,0,0,1
1000,0.02515263,0.0237735501748201,0.00812624375190851,0,0,0,0,1
1000,0.02246642,0.0237653037338066,0.00815000905564231,0,0,0,0,1
1000,0.02246642,0.0237542597971904,0.0081737633154395,0,0,0,0,1
1000,0.02417582,0.0237393505125226,0.00819750266595203,0,0,0,0,1
1000,0.02393162,0.0237257052362801,0.00822122837118831,0,0,0,0,1
1000,0.02271063,0.0237132708090295,0.00824494164199733,0,0,0,0,1
1000,0.02295483,0.0236984265090525,0.00826864006850639,0,0,0,0,1
1000,0.02515263,0.0236836520553462,0.00829232372056173,0,0,0,0,1
1000,0.02442003,0.0236747321546471,0.00831599845271638,0,0,0,0,1
1000,0.02368743,0.0236711034467392,0.00833966955616312,0,0,0,0,1
